"Широта";"Долгота";"Описание";"Подпись";"Номер метки"
54.840370;36.650219;"Договор 11, 2010 г.";"11";1
55.011022;36.471035;"Договор 12, 2010 г.";"12";2
55.011275;36.470657;"Договор 13, 2010 г.";"13";3
54.810923;36.312442;"Договор 14, 2010 г.";"14";4
55.011183;36.470887;"Договор 15, 2010 г.";"15";5
54.872287;36.381562;"Договор 1075, 2010 г.";"1075";6
55.011163;36.470833;"Договор 17, 2010 г.";"17";7
55.009651;36.469461;"Договор 18, 2010 г.";"18";8
55.012377;36.465681;"Договор 19, 2010 г.";"19";9
55.052133;36.561528;"Договор 20, 2010 г.";"20";10
55.000874;36.457709;"Договор 21, 2010 г.";"21";11
55.010063;36.474765;"Договор 22, 2010 г.";"22";12
55.009992;36.474752;"Договор 49, 2010 г.";"49";13
55.011066;36.470672;"Договор 23, 2010 г.";"23";14
55.011096;36.471040;"Договор 804, 2013 г.";"804";15
55.010927;36.451136;"Договор 24, 2010 г.";"24";16
55.010900;36.451218;"Договор 582, 2012 г.";"582";17
54.999929;36.438660;"Договор 25, 2010 г.";"25";18
55.000206;36.458320;"Договор 26, 2010 г.";"26";19
55.000068;36.458738;"Договор 106, 2011 г.";"106";20
55.000079;36.458741;"Договор 111, 2011 г.";"111";21
55.000202;36.458538;"Договор 121, 2011 г.";"121";22
55.000174;36.458418;"Договор 131, 2011 г.";"131";23
55.000183;36.458566;"Договор 482, 2012 г.";"482";24
54.999986;36.458597;"Договор 768, 2013 г.";"768";25
54.999996;36.458387;"Договор 824, 2013 г.";"824";26
55.011088;36.470925;"Договор 27, 2010 г.";"27";27
55.011278;36.470820;"Договор 325, 2011 г.";"325";28
55.008860;36.438069;"Договор 28, 2010 г.";"28";29
55.011058;36.451358;"Договор 29, 2010 г.";"29";30
54.999566;36.451904;"Договор 30, 2010 г.";"30";31
55.011055;36.470781;"Договор 31, 2010 г.";"31";32
55.011260;36.470993;"Договор 229, 2011 г.";"229";33
55.011097;36.471036;"Договор 720, 2013 г.";"720";34
55.011312;36.471011;"Договор 895, 2013 г.";"895";35
55.053667;36.410280;"Договор 32, 2010 г.";"32";36
55.011253;36.470699;"Договор 33, 2010 г.";"33";37
55.011243;36.470752;"Договор 576, 2012 г.";"576";38
55.011246;36.470653;"Договор 2730, 2018 г.";"2730";39
55.011244;36.470951;"Договор 2842, 2019 г.";"2842";40
55.011312;36.470936;"Договор 2349";"2349";41
55.011235;36.470658;"Договор 2350";"2350";42
54.800355;36.293830;"Договор 34, 2010 г.";"34";43
55.010747;36.459434;"Договор 35, 2010 г.";"35";44
55.012006;36.492578;"Договор 37, 2010 г.";"37";45
55.012051;36.492364;"Договор 438, 2012 г.";"438";46
55.002975;36.431141;"Договор 38, 2010 г.";"38";47
55.002910;36.487243;"Договор 39, 2010 г.";"39";48
55.009877;36.469239;"Договор 40, 2010 г.";"40";49
55.011197;36.470801;"Договор 41, 2010 г.";"41";50
55.015272;36.479429;"Договор 42, 2010 г.";"42";51
55.011177;36.471013;"Договор 43, 2010 г.";"43";52
54.989721;36.251253;"Договор 44, 2010 г.";"44";53
54.989792;36.251499;"Договор 454, 2012 г.";"454";54
54.987706;36.250008;"Договор 45, 2010 г.";"45";55
54.912336;36.375431;"Договор 46, 2010 г.";"46";56
55.008591;36.482915;"Договор 47, 2010 г.";"47";57
55.014091;36.474318;"Договор 48, 2010 г.";"48";58
55.011147;36.470613;"Договор 50, 2010 г.";"50";59
55.011095;36.470832;"Договор 84, 2011 г.";"84";60
55.011124;36.470709;"Договор 295, 2011 г.";"295";61
55.011035;36.470970;"Договор 538, 2012 г.";"538";62
55.011172;36.470970;"Договор 693, 2013 г.";"693";63
55.011307;36.470814;"Договор 702, 2013 г.";"702";64
55.012201;36.458983;"Договор 51, 2010 г.";"51";65
55.012009;36.457640;"Договор 52, 2010 г.";"52";66
55.007195;36.463797;"Договор 53, 2010 г.";"53";67
54.997598;36.444593;"Договор 54, 2010 г.";"54";68
54.997806;36.444267;"Договор 662, 2012 г.";"662";69
55.011146;36.470942;"Договор 55, 2010 г.";"55";70
54.819751;36.319471;"Договор 56, 2010 г.";"56";71
54.810907;36.312767;"Договор 58, 2010 г.";"58";72
54.810814;36.312623;"Договор 141, 2011 г.";"141";73
54.810979;36.312727;"Договор 465, 2012 г.";"465";74
55.012183;36.465820;"Договор 59, 2010 г.";"59";75
54.800326;36.293704;"Договор 60, 2010 г.";"60";76
55.009675;36.469441;"Договор 61, 2010 г.";"61";77
55.009873;36.469278;"Договор 245, 2011 г.";"245";78
55.011099;36.470942;"Договор 62, 2010 г.";"62";79
55.011086;36.470950;"Договор 63, 2010 г.";"63";80
55.011230;36.470677;"Договор 620, 2012 г.";"620";81
55.054663;36.569728;"Договор 64, 2010 г.";"64";82
55.054799;36.569562;"Договор 847, 2013 г.";"847";83
55.011218;36.470728;"Договор 65, 2010 г.";"65";84
55.011196;36.471013;"Договор 87, 2011 г.";"87";85
55.011177;36.470768;"Договор 113, 2011 г.";"113";86
55.011207;36.470748;"Договор 493, 2012 г.";"493";87
55.011189;36.470601;"Договор 542, 2012 г.";"542";88
55.011227;36.470973;"Договор 690, 2013 г.";"690";89
55.012137;36.457438;"Договор 66, 2010 г.";"66";90
55.011280;36.470900;"Договор 67, 2010 г.";"67";91
55.011127;36.470680;"Договор 446, 2012 г.";"446";92
55.011074;36.471001;"Договор 68, 2010 г.";"68";93
55.011312;36.470724;"Договор 69, 2010 г.";"69";94
55.011281;36.470953;"Договор 323, 2011 г.";"323";95
55.000134;36.438697;"Договор 70, 2010 г.";"70";96
54.999905;36.438996;"Договор 72, 2010 г.";"72";97
55.008641;36.420743;"Договор 71, 2010 г.";"71";98
55.008621;36.420717;"Договор 314, 2011 г.";"314";99
55.008634;36.420553;"Договор 594, 2012 г.";"594";100
55.018282;36.487869;"Договор 73, 2010 г.";"73";101
55.018141;36.488027;"Договор 175, 2011 г.";"175";102
55.011164;36.470813;"Договор 74, 2010 г.";"74";103
55.011293;36.470821;"Договор 311, 2011 г.";"311";104
55.011261;36.471004;"Договор 333, 2011 г.";"333";105
55.015331;36.479625;"Договор 75, 2010 г.";"75";106
55.019438;36.413720;"Договор 76, 2011 г.";"76";107
55.054563;36.573133;"Договор 78, 2011 г.";"78";108
54.989598;36.251314;"Договор 79, 2011 г.";"79";109
55.011099;36.470745;"Договор 80, 2011 г.";"80";110
55.011156;36.470670;"Договор 93, 2011 г.";"93";111
54.817504;36.318575;"Договор 81, 2011 г.";"81";112
55.011293;36.471014;"Договор 82, 2011 г.";"82";113
55.011067;36.470770;"Договор 148, 2011 г.";"148";114
55.011298;36.470702;"Договор 149, 2011 г.";"149";115
55.011149;36.470733;"Договор 191, 2011 г.";"191";116
55.011224;36.470649;"Договор 216, 2011 г.";"216";117
55.011133;36.470917;"Договор 284, 2011 г.";"284";118
55.011084;36.470790;"Договор 286, 2011 г.";"286";119
55.011092;36.470879;"Договор 334, 2011 г.";"334";120
55.011099;36.470864;"Договор 644, 2012 г.";"644";121
55.016152;36.481846;"Договор 83, 2011 г.";"83";122
55.011066;36.470948;"Договор 85, 2011 г.";"85";123
55.011085;36.470880;"Договор 145, 2011 г.";"145";124
55.016385;36.481947;"Договор 86, 2011 г.";"86";125
55.016481;36.481986;"Договор 280, 2011 г.";"280";126
55.013446;36.464412;"Договор 88, 2011 г.";"88";127
55.013610;36.464481;"Договор 95, 2011 г.";"95";128
55.013615;36.464500;"Договор 110, 2011 г.";"110";129
55.012191;36.465699;"Договор 89, 2011 г.";"89";130
55.012326;36.465754;"Договор 103, 2011 г.";"103";131
55.012394;36.465891;"Договор 154, 2011 г.";"154";132
55.011308;36.471015;"Договор 90, 2011 г.";"90";133
55.011153;36.470798;"Договор 863, 2013 г.";"863";134
55.011199;36.470605;"Договор 91, 2011 г.";"91";135
55.011197;36.470727;"Договор 304, 2011 г.";"304";136
54.988056;36.247932;"Договор 92, 2011 г.";"92";137
55.006451;36.463363;"Договор 94, 2011 г.";"94";138
55.006344;36.463402;"Договор 98, 2011 г.";"98";139
55.007350;36.463851;"Договор 96, 2011 г.";"96";140
55.000893;36.470702;"Договор 97, 2011 г.";"97";141
54.999042;36.442074;"Договор 99, 2011 г.";"99";142
55.012564;36.459884;"Договор 100, 2011 г.";"100";143
54.871029;36.569637;"Договор 101, 2011 г.";"101";144
55.011237;36.470595;"Договор 102, 2011 г.";"102";145
55.011050;36.470861;"Договор 104, 2011 г.";"104";146
55.011271;36.470939;"Договор 105, 2011 г.";"105";147
55.011154;36.470930;"Договор 162, 2011 г.";"162";148
55.011043;36.470926;"Договор 265, 2011 г.";"265";149
55.011127;36.470762;"Договор 368, 2011 г.";"368";150
55.011042;36.470775;"Договор 427, 2012 г.";"427";151
55.011024;36.470980;"Договор 809, 2013 г.";"809";152
55.011115;36.470624;"Договор 880, 2013 г.";"880";153
55.011053;36.470674;"Договор 2227, 2022 г.";"2227";154
55.007409;36.461873;"Договор 107, 2011 г.";"107";155
55.009640;36.469446;"Договор 108, 2011 г.";"108";156
55.011200;36.470931;"Договор 109, 2011 г.";"109";157
55.011024;36.470886;"Договор 118, 2011 г.";"118";158
55.011280;36.470818;"Договор 143, 2011 г.";"143";159
55.011044;36.470900;"Договор 294, 2011 г.";"294";160
55.011315;36.470949;"Договор 322, 2011 г.";"322";161
55.011186;36.470645;"Договор 330, 2011 г.";"330";162
55.011137;36.470777;"Договор 498, 2012 г.";"498";163
55.011110;36.470766;"Договор 112, 2011 г.";"112";164
55.011802;36.457211;"Договор 114, 2011 г.";"114";165
55.009851;36.469247;"Договор 115, 2011 г.";"115";166
55.009707;36.469578;"Договор 289, 2011 г.";"289";167
55.009665;36.469596;"Договор 303, 2011 г.";"303";168
55.009775;36.469519;"Договор 308, 2011 г.";"308";169
55.011082;36.470810;"Договор 116, 2011 г.";"116";170
55.002949;36.468008;"Договор 117, 2011 г.";"117";171
54.993585;36.467481;"Договор 119, 2011 г.";"119";172
55.011049;36.470987;"Договор 120, 2011 г.";"120";173
54.994211;36.455771;"Договор 122, 2011 г.";"122";174
54.994266;36.455472;"Договор 432, 2012 г.";"432";175
54.994328;36.455513;"Договор 481, 2012 г.";"481";176
54.994228;36.455479;"Договор 715, 2013 г.";"715";177
54.871126;36.569779;"Договор 124, 2011 г.";"124";178
55.016608;36.482066;"Договор 125, 2011 г.";"125";179
55.011785;36.457110;"Договор 126, 2011 г.";"126";180
55.012863;36.458517;"Договор 651, 2012 г.";"651";181
55.011080;36.471034;"Договор 127, 2011 г.";"127";182
55.011115;36.470770;"Договор 507, 2012 г.";"507";183
55.000864;36.470852;"Договор 128, 2011 г.";"128";184
55.000884;36.470573;"Договор 253, 2011 г.";"253";185
54.989769;36.251343;"Договор 129, 2011 г.";"129";186
55.009703;36.469194;"Договор 130, 2011 г.";"130";187
55.012753;36.474734;"Договор 132, 2011 г.";"132";188
55.012775;36.474924;"Договор 134, 2011 г.";"134";189
55.011201;36.470709;"Договор 133, 2011 г.";"133";190
55.000045;36.424695;"Договор 135, 2011 г.";"135";191
55.052513;36.562155;"Договор 136, 2011 г.";"136";192
55.052575;36.561987;"Договор 153, 2011 г.";"153";193
55.052562;36.561803;"Договор 534, 2017 г.";"534";194
54.997475;36.446813;"Договор 137, 2011 г.";"137";195
55.011196;36.470920;"Договор 138, 2011 г.";"138";196
55.011592;36.459621;"Договор 139, 2011 г.";"139";197
55.012285;36.465944;"Договор 142, 2011 г.";"142";198
55.012282;36.465746;"Договор 160, 2011 г.";"160";199
54.921014;36.447036;"Договор 144, 2011 г.";"144";200
55.009667;36.479418;"Договор 146, 2011 г.";"146";201
54.976883;36.159467;"Договор 147, 2011 г.";"147";202
54.977071;36.159754;"Договор 367, 2011 г.";"367";203
54.977074;36.159624;"Договор 444, 2014 г.";"444";204
54.976997;36.159611;"Договор 2437";"2437";205
54.976893;36.159804;"Договор 2629";"2629";206
55.011271;36.470937;"Договор 150, 2011 г.";"150";207
55.011292;36.470975;"Договор 239, 2011 г.";"239";208
55.011298;36.470997;"Договор 482, 2017 г.";"482";209
54.873514;36.547950;"Договор 152, 2011 г.";"152";210
54.873587;36.548186;"Договор 942, 2013 г.";"942";211
54.873433;36.548068;"Договор 2743, 2018 г.";"2743";212
55.007196;36.472123;"Договор 155, 2011 г.";"155";213
55.006967;36.471928;"Договор 156, 2011 г.";"156";214
55.007121;36.472064;"Договор 194, 2011 г.";"194";215
55.007153;36.472198;"Договор 197, 2011 г.";"197";216
55.007155;36.471827;"Договор 276, 2011 г.";"276";217
55.011659;36.462289;"Договор 157, 2011 г.";"157";218
55.011202;36.471040;"Договор 158, 2011 г.";"158";219
55.011025;36.470734;"Договор 718, 2013 г.";"718";220
54.854158;36.188015;"Договор 159, 2011 г.";"159";221
55.012431;36.466094;"Договор 161, 2011 г.";"161";222
55.009600;36.478787;"Договор 163, 2011 г.";"163";223
55.009474;36.479073;"Договор 220, 2011 г.";"220";224
55.015954;36.434010;"Договор 164, 2011 г.";"164";225
55.015966;36.434227;"Договор 170, 2011 г.";"170";226
55.051846;36.566876;"Договор 165, 2011 г.";"165";227
55.051847;36.566931;"Договор 349, 2011 г.";"349";228
55.051743;36.567222;"Договор 437, 2012 г.";"437";229
55.002957;36.430043;"Договор 166, 2011 г.";"166";230
55.002748;36.430060;"Договор 485, 2012 г.";"485";231
55.011312;36.470732;"Договор 168, 2011 г.";"168";232
55.001062;36.430595;"Договор 169, 2011 г.";"169";233
55.011269;36.470906;"Договор 171, 2011 г.";"171";234
55.000427;36.456350;"Договор 172, 2011 г.";"172";235
55.000196;36.456429;"Договор 505, 2012 г.";"505";236
55.011278;36.470635;"Договор 173, 2011 г.";"173";237
54.911963;36.374625;"Договор 174, 2011 г.";"174";238
54.871006;36.569930;"Договор 176, 2011 г.";"176";239
54.871051;36.569860;"Договор 374, 2016 г.";"374";240
54.992176;36.472537;"Договор 177, 2011 г.";"177";241
54.992149;36.472588;"Договор 602, 2012 г.";"602";242
55.020220;36.462291;"Договор 178, 2011 г.";"178";243
55.009717;36.469290;"Договор 179, 2011 г.";"179";244
55.052208;36.561376;"Договор 180, 2011 г.";"180";245
55.011092;36.470727;"Договор 181, 2011 г.";"181";246
55.011094;36.470764;"Договор 407, 2011 г.";"407";247
55.009308;36.412580;"Договор 182, 2011 г.";"182";248
55.009179;36.412389;"Договор 953, 2013 г.";"953";249
55.009153;36.412383;"Договор 2405";"2405";250
55.014519;36.475043;"Договор 183, 2011 г.";"183";251
55.007398;36.478706;"Договор 184, 2011 г.";"184";252
55.007885;36.479289;"Договор 185, 2011 г.";"185";253
55.011077;36.470861;"Договор 186, 2011 г.";"186";254
55.011177;36.470842;"Договор 259, 2011 г.";"259";255
55.011314;36.470820;"Договор 293, 2011 г.";"293";256
55.011295;36.470962;"Договор 188, 2011 г.";"188";257
55.009624;36.478691;"Договор 190, 2011 г.";"190";258
54.999349;36.447617;"Договор 192, 2011 г.";"192";259
54.999370;36.447925;"Договор 202, 2011 г.";"202";260
54.999415;36.447632;"Договор 331, 2011 г.";"331";261
55.011246;36.470603;"Договор 193, 2011 г.";"193";262
55.011142;36.470929;"Договор 2946, 2019 г.";"2946";263
55.020007;36.483329;"Договор 195, 2011 г.";"195";264
55.020003;36.482958;"Договор 196, 2011 г.";"196";265
55.019950;36.483019;"Договор 199, 2011 г.";"199";266
55.020147;36.483108;"Договор 539, 2012 г.";"539";267
55.014506;36.421630;"Договор 198, 2011 г.";"198";268
55.013696;36.464788;"Договор 200, 2011 г.";"200";269
55.030518;36.598096;"Договор 203, 2011 г.";"203";270
55.025704;36.581446;"Договор 204, 2011 г.";"204";271
54.919092;36.408091;"Договор 205, 2011 г.";"205";272
55.007264;36.457766;"Договор 207, 2011 г.";"207";273
55.007244;36.457924;"Договор 230, 2011 г.";"230";274
55.007406;36.457962;"Договор 448, 2012 г.";"448";275
55.012192;36.465776;"Договор 208, 2011 г.";"208";276
55.012168;36.458488;"Договор 209, 2011 г.";"209";277
55.012416;36.457344;"Договор 213, 2011 г.";"213";278
55.053470;36.553581;"Договор 210, 2011 г.";"210";279
55.013512;36.487027;"Договор 211, 2011 г.";"211";280
55.009677;36.479676;"Договор 212, 2011 г.";"212";281
55.006745;36.458208;"Договор 214, 2011 г.";"214";282
55.006636;36.458487;"Договор 361, 2011 г.";"361";283
55.005749;36.444986;"Договор 215, 2011 г.";"215";284
55.013448;36.464615;"Договор 217, 2011 г.";"217";285
55.013431;36.464456;"Договор 3021, 2020 г.";"3021";286
55.007312;36.461917;"Договор 218, 2011 г.";"218";287
55.007323;36.462126;"Договор 838, 2013 г.";"838";288
55.021238;36.420283;"Договор 219, 2011 г.";"219";289
55.020021;36.483183;"Договор 221, 2011 г.";"221";290
54.997750;36.440255;"Договор 223, 2011 г.";"223";291
54.997709;36.440422;"Договор 399, 2011 г.";"399";292
54.997751;36.440298;"Договор 547, 2012 г.";"547";293
55.013666;36.464376;"Договор 224, 2011 г.";"224";294
55.013508;36.464639;"Договор 227, 2011 г.";"227";295
55.013674;36.464426;"Договор 747, 2013 г.";"747";296
54.993879;36.337087;"Договор 228, 2011 г.";"228";297
55.011147;36.470749;"Договор 231, 2011 г.";"231";298
55.011070;36.470834;"Договор 232, 2011 г.";"232";299
55.011083;36.470615;"Договор 233, 2011 г.";"233";300
55.011023;36.470862;"Договор 510, 2012 г.";"510";301
55.011279;36.470809;"Договор 670, 2012 г.";"670";302
55.011027;36.470988;"Договор 884, 2013 г.";"884";303
55.012457;36.465908;"Договор 234, 2011 г.";"234";304
55.012191;36.465887;"Договор 235, 2011 г.";"235";305
55.013241;36.437790;"Договор 236, 2011 г.";"236";306
55.010855;36.474877;"Договор 237, 2011 г.";"237";307
55.010759;36.474909;"Договор 263, 2011 г.";"263";308
55.021499;36.436054;"Договор 238, 2011 г.";"238";309
55.021510;36.436006;"Договор 248, 2011 г.";"248";310
55.021465;36.435872;"Договор 328, 2011 г.";"328";311
55.021519;36.435884;"Договор 469, 2012 г.";"469";312
55.021472;36.436007;"Договор 566, 2012 г.";"566";313
55.021665;36.435754;"Договор 567, 2012 г.";"567";314
55.021419;36.435919;"Договор 732, 2013 г.";"732";315
55.004113;36.470919;"Договор 240, 2011 г.";"240";316
55.004128;36.471013;"Договор 508, 2012 г.";"508";317
55.003878;36.471204;"Договор 509, 2012 г.";"509";318
55.018585;36.432812;"Договор 241, 2011 г.";"241";319
55.020324;36.462120;"Договор 242, 2011 г.";"242";320
55.020119;36.462103;"Договор 2911, 2019 г.";"2911";321
55.020231;36.462356;"Договор 2958, 2019 г.";"2958";322
55.020042;36.462194;"Договор 3067, 2020 г.";"3067";323
55.012686;36.474929;"Договор 243, 2011 г.";"243";324
54.918041;36.442784;"Договор 244, 2011 г.";"244";325
55.005110;36.439977;"Договор 246, 2011 г.";"246";326
55.011247;36.470779;"Договор 247, 2011 г.";"247";327
55.011746;36.495997;"Договор 249, 2011 г.";"249";328
55.012361;36.427506;"Договор 250, 2011 г.";"250";329
55.005090;36.440097;"Договор 251, 2011 г.";"251";330
55.011235;36.470897;"Договор 252, 2011 г.";"252";331
55.011258;36.470636;"Договор 793, 2013 г.";"793";332
55.011058;36.470923;"Договор 410, 2016 г.";"410";333
55.002100;36.447492;"Договор 254, 2011 г.";"254";334
54.996511;36.413055;"Договор 255, 2011 г.";"255";335
55.014278;36.474746;"Договор 256, 2011 г.";"256";336
55.021045;36.414244;"Договор 257, 2011 г.";"257";337
54.912069;36.375468;"Договор 258, 2011 г.";"258";338
54.912262;36.375506;"Договор 558, 2012 г.";"558";339
55.004508;36.471136;"Договор 260, 2011 г.";"260";340
55.011208;36.470625;"Договор 261, 2011 г.";"261";341
55.011154;36.470860;"Договор 262, 2011 г.";"262";342
55.012298;36.465807;"Договор 264, 2011 г.";"264";343
54.999743;36.426619;"Договор 266, 2011 г.";"266";344
55.008988;36.438308;"Договор 267, 2011 г.";"267";345
55.011416;36.420467;"Договор 268, 2011 г.";"268";346
55.011470;36.420746;"Договор 281, 2015 г.";"281";347
54.989558;36.251338;"Договор 269, 2011 г.";"269";348
54.989561;36.251485;"Договор 412, 2012 г.";"412";349
54.989557;36.251502;"Договор 745, 2013 г.";"745";350
55.048353;36.356797;"Договор 270, 2011 г.";"270";351
55.048255;36.356654;"Договор 403, 2011 г.";"403";352
55.048381;36.356839;"Договор 429, 2012 г.";"429";353
54.812421;36.307419;"Договор 271, 2011 г.";"271";354
55.011043;36.470849;"Договор 272, 2011 г.";"272";355
55.000781;36.470845;"Договор 273, 2011 г.";"273";356
55.009705;36.479641;"Договор 275, 2011 г.";"275";357
55.011208;36.470868;"Договор 277, 2011 г.";"277";358
54.990059;36.467633;"Договор 278, 2011 г.";"278";359
55.011288;36.471016;"Договор 279, 2011 г.";"279";360
55.011055;36.470607;"Договор 281, 2011 г.";"281";361
55.011200;36.470940;"Договор 649, 2012 г.";"649";362
55.012200;36.465800;"Договор 282, 2011 г.";"282";363
55.015164;36.472474;"Договор 283, 2011 г.";"283";364
55.007349;36.461715;"Договор 285, 2011 г.";"285";365
55.010533;36.495853;"Договор 287, 2011 г.";"287";366
55.010524;36.495781;"Договор 475, 2012 г.";"475";367
55.011179;36.471021;"Договор 288, 2011 г.";"288";368
55.012181;36.466016;"Договор 290, 2011 г.";"290";369
55.011141;36.470610;"Договор 291, 2011 г.";"291";370
55.031898;36.386424;"Договор 292, 2011 г.";"292";371
55.009671;36.469571;"Договор 296, 2011 г.";"296";372
55.009845;36.469444;"Договор 297, 2011 г.";"297";373
55.009843;36.469523;"Договор 478, 2012 г.";"478";374
55.000134;36.438945;"Договор 298, 2011 г.";"298";375
54.851986;36.314135;"Договор 299, 2011 г.";"299";376
55.002108;36.496537;"Договор 300, 2011 г.";"300";377
55.002092;36.496490;"Договор 467, 2012 г.";"467";378
55.002247;36.496457;"Договор 885, 2013 г.";"885";379
54.885890;36.397875;"Договор 301, 2011 г.";"301";380
54.885802;36.398099;"Договор 310, 2011 г.";"310";381
54.885680;36.397962;"Договор 751, 2013 г.";"751";382
54.875204;36.383215;"Договор 302, 2011 г.";"302";383
55.011203;36.470781;"Договор 305, 2011 г.";"305";384
55.011183;36.470840;"Договор 668, 2012 г.";"668";385
55.011182;36.470975;"Договор 177, 2014 г.";"177";386
55.015498;36.476105;"Договор 306, 2011 г.";"306";387
55.011236;36.470810;"Договор 307, 2011 г.";"307";388
55.012434;36.465945;"Договор 309, 2011 г.";"309";389
55.008642;36.483187;"Договор 312, 2011 г.";"312";390
55.008599;36.483184;"Договор 888, 2013 г.";"888";391
54.973113;36.148054;"Договор 313, 2011 г.";"313";392
55.012246;36.465872;"Договор 315, 2011 г.";"315";393
55.010537;36.427863;"Договор 316, 2011 г.";"316";394
54.813415;36.309634;"Договор 317, 2011 г.";"317";395
55.007087;36.472130;"Договор 318, 2011 г.";"318";396
55.007131;36.471873;"Договор 866, 2013 г.";"866";397
55.019383;36.477377;"Договор 319, 2011 г.";"319";398
55.011212;36.470811;"Договор 320, 2011 г.";"320";399
55.011158;36.470980;"Договор 321, 2011 г.";"321";400
55.011083;36.470600;"Договор 329, 2011 г.";"329";401
55.011022;36.459012;"Договор 324, 2011 г.";"324";402
54.892605;36.425316;"Договор 326, 2011 г.";"326";403
54.892548;36.425415;"Договор 665, 2012 г.";"665";404
55.016385;36.482160;"Договор 327, 2011 г.";"327";405
54.987693;36.249733;"Договор 332, 2011 г.";"332";406
55.011182;36.470820;"Договор 335, 2011 г.";"335";407
55.011023;36.470965;"Договор 336, 2011 г.";"336";408
55.011187;36.471019;"Договор 512, 2012 г.";"512";409
55.001796;36.428879;"Договор 337, 2011 г.";"337";410
55.015088;36.458441;"Договор 338, 2011 г.";"338";411
55.007238;36.461940;"Договор 340, 2011 г.";"340";412
55.007238;36.461873;"Договор 380, 2011 г.";"380";413
55.012623;36.457647;"Договор 341, 2011 г.";"341";414
55.011106;36.470778;"Договор 342, 2011 г.";"342";415
55.011318;36.470880;"Договор 346, 2011 г.";"346";416
55.011310;36.470633;"Договор 426, 2012 г.";"426";417
55.012365;36.465809;"Договор 343, 2011 г.";"343";418
55.011635;36.466066;"Договор 344, 2011 г.";"344";419
55.009876;36.469497;"Договор 345, 2011 г.";"345";420
54.999730;36.453028;"Договор 347, 2011 г.";"347";421
55.000842;36.470762;"Договор 348, 2011 г.";"348";422
55.011084;36.470624;"Договор 350, 2011 г.";"350";423
55.011024;36.470720;"Договор 351, 2011 г.";"351";424
54.977536;36.179095;"Договор 352, 2011 г.";"352";425
55.011278;36.470790;"Договор 353, 2011 г.";"353";426
55.032823;36.492509;"Договор 354     (353), 2011 г.";"354     (353)";427
55.013264;36.457292;"Договор 355, 2011 г.";"355";428
55.000995;36.431276;"Договор 356, 2011 г.";"356";429
55.011316;36.437423;"Договор 357, 2011 г.";"357";430
55.123740;36.614233;"Договор 358, 2011 г.";"358";431
55.011198;36.470670;"Договор 359, 2011 г.";"359";432
54.879615;36.382094;"Договор 360, 2011 г.";"360";433
54.996718;36.536601;"Договор 362, 2011 г.";"362";434
55.013618;36.464471;"Договор 363, 2011 г.";"363";435
55.019057;36.477918;"Договор 364, 2011 г.";"364";436
55.011100;36.470746;"Договор 365, 2011 г.";"365";437
55.020582;36.478528;"Договор 366, 2011 г.";"366";438
55.011076;36.470724;"Договор 369, 2011 г.";"369";439
55.011296;36.470619;"Договор 535, 2012 г.";"535";440
55.011038;36.470699;"Договор 370, 2011 г.";"370";441
55.017963;36.514809;"Договор 371, 2011 г.";"371";442
54.872091;36.356491;"Договор 372, 2011 г.";"372";443
54.840133;36.650509;"Договор 373, 2011 г.";"373";444
54.840263;36.650398;"Договор 401, 2011 г.";"401";445
55.010011;36.474689;"Договор 374, 2011 г.";"374";446
55.005983;36.468946;"Договор 375, 2011 г.";"375";447
55.006191;36.469019;"Договор 376, 2011 г.";"376";448
54.989723;36.251406;"Договор 377, 2011 г.";"377";449
54.989588;36.251481;"Договор 752, 2013 г.";"752";450
55.104755;36.615972;"Договор 378, 2011 г.";"378";451
55.086321;36.658115;"Договор 379, 2011 г.";"379";452
55.086296;36.658264;"Договор 711, 2013 г.";"711";453
55.011134;36.470982;"Договор 381, 2011 г.";"381";454
55.011212;36.470620;"Договор 672, 2012 г.";"672";455
55.000385;36.446062;"Договор 382, 2011 г.";"382";456
55.033296;36.382043;"Договор 383, 2011 г.";"383";457
55.011043;36.470656;"Договор 385, 2011 г.";"385";458
55.011061;36.470740;"Договор 386, 2011 г.";"386";459
55.011295;36.470857;"Договор 387, 2011 г.";"387";460
55.011215;36.470614;"Договор 903, 2013 г.";"903";461
55.011091;36.470970;"Договор 388, 2011 г.";"388";462
55.020271;36.462311;"Договор 389, 2011 г.";"389";463
55.011254;36.470985;"Договор 390, 2011 г.";"390";464
55.000852;36.457721;"Договор 391, 2011 г.";"391";465
55.000761;36.457891;"Договор 395, 2011 г.";"395";466
55.000925;36.457764;"Договор 396, 2011 г.";"396";467
55.020201;36.462414;"Договор 392, 2011 г.";"392";468
55.041782;36.493540;"Договор 393, 2011 г.";"393";469
55.012073;36.459753;"Договор 394, 2011 г.";"394";470
55.002296;36.432768;"Договор 397, 2011 г.";"397";471
54.999695;36.427107;"Договор 398, 2011 г.";"398";472
54.999547;36.427065;"Договор 636, 2012 г.";"636";473
54.999805;36.433293;"Договор 400, 2011 г.";"400";474
54.865384;36.361282;"Договор 402, 2011 г.";"402";475
55.020594;36.417860;"Договор 404, 2011 г.";"404";476
55.011576;36.461189;"Договор 406, 2011 г.";"406";477
55.032059;36.386437;"Договор 408, 2011 г.";"408";478
54.865881;36.361691;"Договор 409, 2011 г.";"409";479
55.011075;36.470637;"Договор 410, 2012 г.";"410";480
55.011153;36.470688;"Договор 939, 2013 г.";"939";481
