"Широта";"Долгота";"Описание";"Подпись";"Номер метки"
55.011322;36.418960;"Договор 991, 2014 г.";"991";963
55.011219;36.419193;"Договор 308, 2015 г.";"308";964
54.970116;36.495872;"Договор 992, 2014 г.";"992";965
55.004409;36.468874;"Договор 994, 2014 г.";"994";966
55.004390;36.468541;"Договор 101, 2014 г.";"101";967
55.013659;36.464674;"Договор 995, 2014 г.";"995";968
55.013080;36.462108;"Договор 996, 2014 г.";"996";969
54.993431;36.467274;"Договор 997, 2014 г.";"997";970
54.993228;36.467137;"Договор 998, 2014 г.";"998";971
54.967450;36.463166;"Договор 102, 2014 г.";"102";972
54.967343;36.463211;"Договор 190, 2015 г.";"190";973
54.967189;36.463280;"Договор 512, 2017 г.";"512";974
54.967298;36.463347;"Договор 533, 2017 г.";"533";975
54.967425;36.463352;"Договор 2122, 2021 г.";"2122";976
55.014369;36.431143;"Договор 103, 2014 г.";"103";977
55.011486;36.460198;"Договор 104, 2014 г.";"104";978
55.010915;36.458752;"Договор 106, 2014 г.";"106";979
54.997703;36.440458;"Договор 107, 2014 г.";"107";980
55.003060;36.455495;"Договор 109, 2014 г.";"109";981
54.999963;36.432467;"Договор 111, 2014 г.";"111";982
55.017505;36.474611;"Договор 112, 2014 г.";"112";983
55.017699;36.474497;"Договор 164, 2014 г.";"164";984
55.031695;36.364340;"Договор 114, 2014 г.";"114";985
55.031859;36.364461;"Договор 421, 2016 г.";"421";986
54.851753;36.196172;"Договор 116, 2014 г.";"116";987
55.013937;36.435654;"Договор 117, 2014 г.";"117";988
55.013967;36.435940;"Договор 453, 2016 г.";"453";989
55.013867;36.436058;"Договор 587, 2017 г.";"587";990
55.013988;36.435834;"Договор 596, 2017 г.";"596";991
55.013978;36.435708;"Договор 2710, 2018 г.";"2710";992
55.013882;36.435660;"Договор 2299";"2299";993
55.014026;36.435752;"Договор 2308";"2308";994
55.013844;36.435846;"Договор 2326";"2326";995
55.013807;36.435948;"Договор 2384";"2384";996
55.010549;36.464255;"Договор 118, 2014 г.";"118";997
55.013338;36.463840;"Договор 119, 2014 г.";"119";998
55.011747;36.495664;"Договор 120, 2014 г.";"120";999
54.999864;36.433391;"Договор 121, 2014 г.";"121";1000
54.921002;36.447026;"Договор 122, 2014 г.";"122";1001
55.000333;36.456380;"Договор 123, 2014 г.";"123";1002
55.010881;36.451078;"Договор 124, 2014 г.";"124";1003
55.022180;36.489540;"Договор 125, 2014 г.";"125";1004
55.002281;36.496475;"Договор 126, 2014 г.";"126";1005
55.000697;36.429931;"Договор 128, 2014 г.";"128";1006
55.000669;36.429732;"Договор 131, 2014 г.";"131";1007
55.000729;36.429793;"Договор 145, 2014 г.";"145";1008
55.007296;36.472892;"Договор 129, 2014 г.";"129";1009
55.007244;36.473149;"Договор 143, 2014 г.";"143";1010
55.007414;36.473256;"Договор 2785, 2018 г.";"2785";1011
55.237096;36.512940;"Договор 130, 2014 г.";"130";1012
55.236906;36.512554;"Договор 490, 2017 г.";"490";1013
55.236978;36.512842;"Договор 627, 2017 г.";"627";1014
55.236883;36.512764;"Договор 630, 2017 г.";"630";1015
55.237018;36.512734;"Договор 2784, 2018 г.";"2784";1016
54.993418;36.467495;"Договор 132, 2014 г.";"132";1017
55.006647;36.449817;"Договор 133, 2014 г.";"133";1018
55.006851;36.449891;"Договор 146, 2014 г.";"146";1019
55.006899;36.449871;"Договор 158, 2014 г.";"158";1020
55.006780;36.449888;"Договор 232, 2015 г.";"232";1021
55.005115;36.462830;"Договор 134, 2014 г.";"134";1022
55.006406;36.465943;"Договор 135, 2014 г.";"135";1023
55.001096;36.431191;"Договор 136, 2014 г.";"136";1024
55.016374;36.475811;"Договор 139, 2014 г.";"139";1025
55.016335;36.475813;"Договор 156, 2014 г.";"156";1026
55.012131;36.455702;"Договор 140, 2014 г.";"140";1027
55.001564;36.430999;"Договор 141, 2014 г.";"141";1028
55.012655;36.478550;"Договор 144, 2014 г.";"144";1029
55.000804;36.471599;"Договор 147, 2014 г.";"147";1030
55.000764;36.471725;"Договор 159, 2014 г.";"159";1031
55.030689;36.474826;"Договор 149";"149";1032
55.030740;36.475027;"Договор 161, 2014 г.";"161";1033
55.011035;36.457160;"Договор 150, 2014 г.";"150";1034
54.999732;36.457143;"Договор 151, 2014 г.";"151";1035
55.020337;36.466012;"Договор 154, 2014 г.";"154";1036
54.925447;36.479149;"Договор 155, 2014 г.";"155";1037
54.925621;36.479301;"Договор 194, 2015 г.";"194";1038
54.925660;36.479177;"Договор 259, 2015 г.";"259";1039
54.925477;36.479271;"Договор 511, 2017 г.";"511";1040
55.006870;36.449851;"Договор 157, 2014 г.";"157";1041
54.999751;36.433588;"Договор 160, 2014 г.";"160";1042
54.999895;36.433576;"Договор 3098, 2020 г.";"3098";1043
54.973191;36.148489;"Договор 168, 2014 г.";"168";1044
54.973124;36.148210;"Договор 169, 2014 г.";"169";1045
55.013489;36.464553;"Договор 170, 2014 г.";"170";1046
55.013500;36.464574;"Договор 515, 2017 г.";"515";1047
55.013407;36.464768;"Договор 3001, 2020 г.";"3001";1048
55.013624;36.464389;"Договор 2228, 2022 г.";"2228";1049
54.997973;36.448132;"Договор 172, 2014 г.";"172";1050
55.003323;36.468237;"Договор 173, 2014 г.";"173";1051
55.003286;36.467826;"Договор 464, 2016 г.";"464";1052
55.003251;36.468241;"Договор 491, 2017 г.";"491";1053
55.003496;36.468253;"Договор 178, 2014 г.";"178";1054
55.000959;36.470599;"Договор 179, 2014 г.";"179";1055
54.988868;36.250518;"Договор 180, 2015 г.";"180";1056
54.998834;36.512650;"Договор 184, 2015 г.";"184";1057
55.017582;36.476873;"Договор 186, 2015 г.";"186";1058
55.009891;36.479663;"Договор 187, 2015 г.";"187";1059
55.013004;36.462251;"Договор 188, 2015 г.";"188";1060
55.012876;36.461937;"Договор 679, 2018 г.";"679";1061
55.011106;36.459662;"Договор 191, 2015 г.";"191";1062
55.006363;36.463433;"Договор 193, 2015 г.";"193";1063
55.001768;36.430340;"Договор 195, 2015 г.";"195";1064
55.003577;36.431128;"Договор 196, 2015 г.";"196";1065
55.089992;36.615077;"Договор 197, 2015 г.";"197";1066
55.007548;36.479818;"Договор 198, 2015 г.";"198";1067
55.010742;36.490840;"Договор 199, 2015 г.";"199";1068
55.009191;36.483218;"Договор 200, 2015 г.";"200";1069
55.001061;36.429626;"Договор 201, 2015 г.";"201";1070
55.008298;36.436153;"Договор 202, 2015 г.";"202";1071
55.018165;36.472649;"Договор 203, 2015 г.";"203";1072
55.001258;36.429455;"Договор 204, 2015 г.";"204";1073
55.017977;36.474321;"Договор 208, 2015 г.";"208";1074
55.018192;36.474594;"Договор 217, 2015 г.";"217";1075
55.017856;36.489157;"Договор 209, 2015 г.";"209";1076
55.017892;36.489372;"Договор 264, 2015 г.";"264";1077
54.867171;36.584369;"Договор 210, 2015 г.";"210";1078
54.865170;36.371494;"Договор 211, 2015 г.";"211";1079
55.012397;36.478773;"Договор 212, 2015 г.";"212";1080
55.007024;36.477325;"Договор 213, 2015 г.";"213";1081
55.002034;36.423604;"Договор 214, 2015 г.";"214";1082
55.001875;36.452120;"Договор 215, 2015 г.";"215";1083
55.001862;36.452184;"Договор 244, 2015 г.";"244";1084
55.005663;36.445495;"Договор 216, 2015 г.";"216";1085
55.005692;36.445462;"Договор 2949, 2019 г.";"2949";1086
55.010877;36.476880;"Договор 218, 2015 г.";"218";1087
55.010986;36.455948;"Договор 219, 2015 г.";"219";1088
55.005992;36.444894;"Договор 220, 2015 г.";"220";1089
55.013508;36.464565;"Договор 222, 2015 г.";"222";1090
55.011932;36.457833;"Договор 223, 2015 г.";"223";1091
55.011878;36.457741;"Договор 245, 2015 г.";"245";1092
55.009845;36.469237;"Договор 224, 2015 г.";"224";1093
54.972248;36.328014;"Договор 225, 2015 г.";"225";1094
55.012035;36.458666;"Договор 226, 2015 г.";"226";1095
55.011974;36.458453;"Договор 233, 2015 г.";"233";1096
55.002444;36.430876;"Договор 227, 2015 г.";"227";1097
55.016091;36.480950;"Договор 228, 2015 г.";"228";1098
55.015999;36.481001;"Договор 357, 2016 г.";"357";1099
55.000548;36.447316;"Договор 229, 2015 г.";"229";1100
55.055110;36.413104;"Договор 230, 1015 г.";"230";1101
55.006254;36.463474;"Договор 231, 2015 г.";"231";1102
55.023051;36.468240;"Договор 234, 2015 г.";"234";1103
55.005063;36.466748;"Договор 235, 2015 г.";"235";1104
54.921277;36.445325;"Договор 236, 2015 г.";"236";1105
55.025619;36.470355;"Договор 237, 2015 г.";"237";1106
55.025689;36.470314;"Договор 595, 2017 г.";"595";1107
55.025450;36.470291;"Договор 2982, 2020 г.";"2982";1108
55.003391;36.447473;"Договор 238, 2015 г.";"238";1109
55.026047;36.497362;"Договор 239, 2015 г.";"239";1110
55.011617;36.464071;"Договор 240, 2015 г.";"240";1111
55.002211;36.472648;"Договор 241, 2015 г.";"241";1112
55.008741;36.434647;"Договор 242, 2015 г.";"242";1113
55.000882;36.470800;"Договор 243, 2015 г.";"243";1114
55.012597;36.458142;"Договор 246, 2015 г.";"246";1115
54.973125;36.147858;"Договор 249, 2015 г.";"249";1116
55.013524;36.464682;"Договор 250, 2015 г.";"250";1117
55.014241;36.479298;"Договор 251, 2015 г.";"251";1118
54.986092;36.296410;"Договор 252, 2015 г.";"252";1119
55.000868;36.429672;"Договор 253, 2015 г.";"253";1120
55.000673;36.429824;"Договор 527, 2017 г.";"527";1121
55.010738;36.452609;"Договор 254, 2015 г.";"254";1122
55.000933;36.469876;"Договор 255, 2015 г.";"255";1123
54.874782;36.569183;"Договор 256, 2015 г.";"256";1124
55.022594;36.424044;"Договор 257, 2015 г.";"257";1125
55.039880;36.495611;"Договор 258, 2015 г.";"258";1126
55.001355;36.457577;"Договор 260, 2015 г.";"260";1127
55.005801;36.465106;"Договор 261, 2015 г.";"261";1128
55.014506;36.436375;"Договор 262, 2015 г.";"262";1129
55.011811;36.495980;"Договор 263, 2015 г.";"263";1130
54.967209;36.463093;"Договор 265, 2015 г.";"265";1131
54.967403;36.463065;"Договор 405, 2016 г.";"405";1132
55.030373;36.597973;"Договор 266, 2015 г.";"266";1133
55.025633;36.498787;"Договор 267, 2015 г.";"267";1134
55.003394;36.470842;"Договор 268, 2015 г.";"268";1135
54.944982;36.459092;"Договор 269, 2015 г.";"269";1136
54.944987;36.459123;"Договор 280, 2015 г.";"280";1137
54.944980;36.459092;"Договор 530, 2017 г.";"530";1138
55.003371;36.452248;"Договор 270, 2015 г.";"270";1139
55.005093;36.440224;"Договор 271, 2016 г.";"271";1140
55.011853;36.495895;"Договор 272, 2015 г.";"272";1141
55.016721;36.481546;"Договор 273, 2015 г.";"273";1142
55.041700;36.493673;"Договор 274, 2015 г.";"274";1143
55.006533;36.458892;"Договор 275, 2015 г.";"275";1144
55.022616;36.424270;"Договор 276, 2015 г.";"276";1145
55.001289;36.466771;"Договор 277, 2015 г.";"277";1146
55.000812;36.470520;"Договор 278, 2015 г.";"278";1147
54.810802;36.317821;"Договор 279, 2015 г.";"279";1148
55.011178;36.459684;"Договор 282, 2015 г.";"282";1149
55.007457;36.470745;"Договор 283, 2015 г.";"283";1150
54.936753;36.367793;"Договор 284, 2015 г.";"284";1151
55.017941;36.489491;"Договор 285, 2015 г.";"285";1152
55.010013;36.463990;"Договор 286, 2015 г.";"286";1153
55.007997;36.462175;"Договор 287, 2015 г.";"287";1154
55.008111;36.462182;"Договор 455, 2016 г.";"455";1155
55.008074;36.462016;"Договор 2849, 2019 г.";"2849";1156
55.016247;36.476101;"Договор 288, 2015 г.";"288";1157
54.875189;36.383343;"Договор 289, 2015 г.";"289";1158
55.010209;36.476330;"Договор 290, 2015 г.";"290";1159
55.010189;36.476365;"Договор 497, 2017 г.";"497";1160
55.010926;36.471863;"Договор 291, 2015 г.";"291";1161
55.010835;36.471878;"Договор 296, 2015 г.";"296";1162
54.875074;36.381155;"Договор 292, 2015 г.";"292";1163
55.010991;36.451251;"Договор 293, 2013 г.";"293";1164
55.002111;36.450601;"Договор 294, 2015 г.";"294";1165
55.020510;36.471411;"Договор 295, 2015 г.";"295";1166
55.065105;36.555472;"Договор 297, 2015 г.";"297";1167
55.005453;36.466641;"Договор 298, 2015 г.";"298";1168
55.005566;36.466476;"Договор 440, 2016 г.";"440";1169
55.005592;36.465369;"Договор 299, 2015 г.";"299";1170
54.992486;36.471356;"Договор 300, 2015 г.";"300";1171
55.002715;36.471157;"Договор 301, 2015 г.";"301";1172
55.050238;36.557781;"Договор 302, 2015 г.";"302";1173
55.006303;36.463388;"Договор 303, 2015 г.";"303";1174
55.005867;36.469842;"Договор 304, 2015 г.";"304";1175
55.002185;36.423743;"Договор 305, 2015 г.";"305";1176
55.005898;36.469021;"Договор 306, 2015 г.";"306";1177
55.000747;36.429607;"Договор 307, 2015 г.";"307";1178
55.009705;36.469429;"Договор 309, 2015 г.";"309";1179
55.012696;36.496757;"Договор 310, 2015 г.";"310";1180
55.010085;36.474823;"Договор 311, 2016 г.";"311";1181
55.009978;36.474875;"Договор 315, 2001 г.";"315";1182
55.010029;36.474691;"Договор 316, 2016 г.";"316";1183
55.009998;36.474723;"Договор 448, 2016 г.";"448";1184
55.001709;36.429069;"Договор 312, 2016 г.";"312";1185
55.001871;36.428897;"Договор 320, 2016 г.";"320";1186
55.000935;36.470721;"Договор 313, 2016 г.";"313";1187
55.010602;36.457338;"Договор 314, 2016 г.";"314";1188
55.010367;36.457458;"Договор 2817, 2018 г.";"2817";1189
55.009563;36.419673;"Договор 317, 2016 г.";"317";1190
55.006709;36.449952;"Договор 318, 2016 г.";"318";1191
55.006766;36.449859;"Договор 466, 2016 г.";"466";1192
55.017694;36.476409;"Договор 319, 2016 г.";"319";1193
55.009434;36.478960;"Договор 321, 2016 г.";"321";1194
55.015484;36.473571;"Договор 322, 2016 г.";"322";1195
55.001080;36.467206;"Договор 323, 2016 г.";"323";1196
55.001310;36.467069;"Договор 2740, 2018 г.";"2740";1197
55.005772;36.465345;"Договор 324, 2016 г.";"324";1198
55.010089;36.474619;"Договор 325, 2016 г.";"325";1199
55.018005;36.514681;"Договор 326, 2016 г.";"326";1200
55.010500;36.464447;"Договор 327, 2016 г.";"327";1201
55.005579;36.465068;"Договор 328, 2016 г.";"328";1202
55.014291;36.476407;"Договор 329, 2016 г.";"329";1203
55.013265;36.457689;"Договор 330, 2016 г.";"330";1204
55.013336;36.461068;"Договор 359, 2016 г.";"359";1205
55.016762;36.476106;"Договор 331, 2016 г.";"331";1206
55.012416;36.465850;"Договор 332, 2016 г.";"332";1207
54.998110;36.455583;"Договор 333, 2016 г.";"333";1208
54.997993;36.455433;"Договор 337, 2016 г.";"337";1209
54.997984;36.455510;"Договор 338, 2016 г.";"338";1210
55.011308;36.464446;"Договор 334, 2016 г.";"334";1211
55.007776;36.422246;"Договор 336, 2016 г.";"336";1212
55.001612;36.430389;"Договор 339, 2016 г.";"339";1213
55.001647;36.430336;"Договор 2704, 2018 г.";"2704";1214
55.012835;36.459366;"Договор 340, 2016 г.";"340";1215
55.010777;36.459336;"Договор 353, 2016 г.";"353";1216
55.013091;36.458585;"Договор 355, 2016 г.";"355";1217
55.010955;36.461081;"Договор 375, 2016 г.";"375";1218
55.013306;36.460708;"Договор 376, 2016 г.";"376";1219
55.010996;36.457628;"Договор 394, 2016 г.";"394";1220
55.011261;36.458511;"Договор 446, 2014 г.";"446";1221
55.012281;36.459030;"Договор 475, 2016 г.";"475";1222
55.011173;36.464678;"Договор 341, 2016 г.";"341";1223
55.011114;36.464691;"Договор 2945, 2019 г.";"2945";1224
55.011919;36.476652;"Договор 342, 2016 г.";"342";1225
55.012354;36.453356;"Договор 343, 2016 г.";"343";1226
54.992287;36.429115;"Договор 344, 2016 г.";"344";1227
54.977848;36.178058;"Договор 345, 2016 г.";"345";1228
55.002127;36.184720;"Договор 346, 2016 г.";"346";1229
55.002055;36.184875;"Договор 3007, 2020 г.";"3007";1230
54.920982;36.447020;"Договор 347, 2016 г.";"347";1231
54.920963;36.446932;"Договор 551, 2017 г.";"551";1232
55.009879;36.461342;"Договор 348, 2016 г.";"348";1233
55.009847;36.461309;"Договор 502, 2017 г.";"502";1234
54.999431;36.470128;"Договор 349, 2016 г.";"349";1235
54.999472;36.470041;"Договор 2767, 2018 г.";"2767";1236
54.999415;36.470127;"Договор 2191, 2022 г.";"2191";1237
55.010450;36.464363;"Договор 350, 2016 г.";"350";1238
54.999738;36.472056;"Договор 351, 2016 г.";"351";1239
55.013675;36.464717;"Договор 352, 2016 г.";"352";1240
55.011748;36.495584;"Договор 354, 2016 г.";"354";1241
54.998782;36.512590;"Договор 356, 2016 г.";"356";1242
55.000127;36.432388;"Договор 358, 2016 г.";"358";1243
54.999948;36.432425;"Договор 385, 2016 г.";"385";1244
55.000017;36.432581;"Договор 2403";"2403";1245
55.025640;36.484501;"Договор 360, 2016 г.";"360";1246
54.997139;36.438774;"Договор 361, 2016 г.";"361";1247
55.012530;36.459659;"Договор 362, 2016 г.";"362";1248
54.997288;36.446840;"Договор 364, 2016 г.";"364";1249
55.009802;36.469302;"Договор 365, 2016 г.";"365";1250
55.009631;36.469552;"Договор 382, 2016 г.";"382";1251
55.009893;36.469379;"Договор 388, 2016 г.";"388";1252
55.013606;36.464577;"Договор 366, 2016 г.";"366";1253
55.013668;36.464770;"Договор 537, 2017 г.";"537";1254
55.009176;36.442461;"Договор 367, 2016 г.";"367";1255
55.016919;36.458357;"Договор 368, 2016 г.";"368";1256
55.016993;36.458471;"Договор 381, 2016 г.";"381";1257
55.017016;36.458583;"Договор 431, 2016 г.";"431";1258
55.016836;36.458700;"Договор 442, 2016 г.";"442";1259
55.016995;36.487169;"Договор 370, 2016 г.";"370";1260
55.015510;36.482509;"Договор 371, 2016 г.";"371";1261
55.015606;36.474362;"Договор 372, 2016 г.";"372";1262
55.001386;36.471078;"Договор 373, 2016 г.";"373";1263
55.005781;36.465207;"Договор 377, 2016 г.";"377";1264
55.014391;36.476399;"Договор 379, 2016 г.";"379";1265
55.022569;36.424382;"Договор 380, 2016 г.";"380";1266
55.007428;36.478802;"Договор 383, 2015 г.";"383";1267
55.029436;36.481507;"Договор 384, 2016 г.";"384";1268
54.995656;36.458934;"Договор 387, 2016 г.";"387";1269
54.995748;36.459065;"Договор 2239";"2239";1270
55.000728;36.469764;"Договор 390, 2016 г.";"390";1271
55.019266;36.413480;"Договор 391, 2016 г.";"391";1272
55.019326;36.413365;"Договор 392, 2016 г.";"392";1273
55.019315;36.413349;"Договор 425, 2016 г.";"425";1274
55.019561;36.413503;"Договор 434, 2016 г.";"434";1275
55.019308;36.413621;"Договор 586, 2017 г.";"586";1276
55.020095;36.468077;"Договор 393, 2016 г.";"393";1277
55.015435;36.460324;"Договор 395, 2016 г.";"395";1278
55.013460;36.464658;"Договор 396, 2016 г.";"396";1279
55.009829;36.475721;"Договор 397, 2016 г.";"397";1280
54.921157;36.446853;"Договор 398, 2016 г.";"398";1281
55.012266;36.460500;"Договор 399, 2016 г.";"399";1282
55.013539;36.459541;"Договор 402, 2016 г.";"402";1283
54.876214;36.514955;"Договор 400, 2016 г.";"400";1284
55.028708;36.471470;"Договор 401, 2016 г.";"401";1285
55.028506;36.471618;"Договор 486, 2017 г.";"486";1286
55.011054;36.459776;"Договор 403, 2016 г.";"403";1287
55.007740;36.479690;"Договор 404, 2016 г.";"404";1288
55.007621;36.480041;"Договор 572, 2017 г.";"572";1289
55.007649;36.479989;"Договор 597, 2017 г.";"597";1290
55.011461;36.464103;"Договор 406, 2016 г.";"406";1291
55.011787;36.495581;"Договор 407, 2016 г.";"407";1292
54.918929;36.407974;"Договор 409, 2016 г.";"409";1293
54.918995;36.407984;"Договор 513, 2017 г.";"513";1294
54.919020;36.407938;"Договор 2709, 2018 г.";"2709";1295
55.005760;36.444978;"Договор 411, 2016 г.";"411";1296
55.061054;36.526408;"Договор 412, 2016 г.";"412";1297
55.063590;36.556717;"Договор 414, 2016 г.";"414";1298
55.013586;36.464509;"Договор 415, 2016 г.";"415";1299
55.012203;36.465910;"Договор 416, 2016 г.";"416";1300
55.116015;36.586159;"Договор 417, 2016 г.";"417";1301
55.091879;36.664622;"Договор 418, 2016 г.";"418";1302
55.087201;36.654401;"Договор 419, 2016 г.";"419";1303
55.004049;36.487989;"Договор 420, 2016 г.";"420";1304
55.003925;36.487902;"Договор 422, 2016 г.";"422";1305
55.009992;36.461623;"Договор 424, 2016 г.";"424";1306
55.007096;36.459658;"Договор 426, 2016 г.";"426";1307
55.008233;36.445586;"Договор 428, 2016 г.";"428";1308
55.006357;36.463282;"Договор 429, 2016 г.";"429";1309
55.030152;36.475902;"Договор 430, 2016 г.";"430";1310
55.013587;36.464457;"Договор 432, 2016 г.";"432";1311
55.013402;36.464786;"Договор 493, 2017 г.";"493";1312
55.005012;36.456225;"Договор 433, 2016 г.";"433";1313
54.842746;36.656866;"Договор 435, 2016 г.";"435";1314
55.023051;36.468416;"Договор 436, 2016 г.";"436";1315
55.011992;36.457791;"Договор 437, 2016 г.";"437";1316
55.013632;36.464568;"Договор 439, 2016 г.";"439";1317
55.090895;36.613532;"Договор 441, 2016 г.";"441";1318
55.006469;36.437027;"Договор 443, 2016 г.";"443";1319
55.013607;36.464535;"Договор 445, 2014 г.";"445";1320
55.013279;36.479586;"Договор 447, 2014 г.";"447";1321
55.011980;36.460199;"Договор 450, 2016 г.";"450";1322
55.025543;36.581666;"Договор 452, 2016 г.";"452";1323
55.010368;36.438256;"Договор 454, 2016 г.";"454";1324
55.000936;36.457790;"Договор 457, 2016 г.";"457";1325
55.000707;36.457704;"Договор 3004, 2020 г.";"3004";1326
55.000802;36.457944;"Договор 2219, 2022 г.";"2219";1327
55.050342;36.551651;"Договор 458, 2016 г.";"458";1328
55.015741;36.434360;"Договор 459, 2016 г.";"459";1329
55.023690;36.492610;"Договор 461, 2016 г.";"461";1330
55.023909;36.492578;"Договор 590, 2017 г.";"590";1331
54.784836;36.567798;"Договор 462, 2016 г.";"462";1332
55.017418;36.472630;"Договор 463, 2016 г.";"463";1333
54.996169;36.463363;"Договор 465, 2016 г.";"465";1334
55.002204;36.423512;"Договор 467, 2016 г.";"467";1335
55.001998;36.423815;"Договор 2995, 2020 г.";"2995";1336
54.999180;36.427451;"Договор 468, 2016 г.";"468";1337
55.017930;36.489218;"Договор 469, 2016 г.";"469";1338
55.002920;36.451887;"Договор 470, 2016 г.";"470";1339
55.013427;36.458942;"Договор 472, 2016 г.";"472";1340
55.013446;36.464639;"Договор 473, 2016 г.";"473";1341
54.999619;36.456872;"Договор 474, 2016 г.";"474";1342
54.987826;36.249767;"Договор 476, 2016 г.";"476";1343
55.013147;36.496869;"Договор 477, 2016 г.";"477";1344
55.013024;36.496998;"Договор 552, 2017 г.";"552";1345
55.003698;36.465100;"Договор 478, 2016 г.";"478";1346
55.011492;36.495206;"Договор 479, 2016 г.";"479";1347
55.009025;36.442591;"Договор 480, 2016 г.";"480";1348
54.800217;36.448685;"Договор 481, 2016 г.";"481";1349
54.999426;36.456744;"Договор 484, 2017 г.";"484";1350
55.011102;36.455972;"Договор 485, 2017 г.";"485";1351
55.013677;36.464799;"Договор 488, 2017 г.";"488";1352
55.013549;36.464707;"Договор 495, 2017 г.";"495";1353
55.013431;36.464488;"Договор 539, 2017 г.";"539";1354
55.001737;36.430733;"Договор 489, 2017 г.";"489";1355
55.002855;36.471063;"Договор 492, 2017 г.";"492";1356
55.010180;36.472491;"Договор 494, 2017 г.";"494";1357
55.010233;36.472376;"Договор 509, 2017 г.";"509";1358
55.009983;36.472463;"Договор 2913, 2019 г.";"2913";1359
54.808571;36.303857;"Договор 496, 2017 г.";"496";1360
54.808561;36.303889;"Договор 499, 2017 г.";"499";1361
55.039856;36.495720;"Договор 498, 2017 г.";"498";1362
55.039835;36.495596;"Договор 514, 2017 г.";"514";1363
55.013430;36.464741;"Договор 500, 2017 г.";"500";1364
55.012119;36.457484;"Договор 501, 2017 г.";"501";1365
55.013485;36.464614;"Договор 503, 2017 г.";"503";1366
54.810072;36.305324;"Договор 504, 2017 г.";"504";1367
54.810191;36.305548;"Договор 3139, 2021 г.";"3139";1368
54.810045;36.305533;"Договор 2182, 2021 г.";"2182";1369
55.006954;36.471861;"Договор 505, 2017 г.";"505";1370
55.010093;36.472781;"Договор 506, 2017 г.";"506";1371
55.007365;36.461869;"Договор 507, 2017 г.";"507";1372
55.008930;36.461864;"Договор 508, 2017 г.";"508";1373
55.007740;36.450455;"Договор 510, 2017 г.";"510";1374
55.007657;36.450211;"Договор 2903, 2019 г.";"2903";1375
55.012297;36.465900;"Договор 517, 2017 г.";"517";1376
55.012387;36.465979;"Договор 522, 2017 г.";"522";1377
55.012206;36.465813;"Договор 523, 2017 г.";"523";1378
55.005751;36.465487;"Договор 518, 2017 г.";"518";1379
55.010063;36.472592;"Договор 520, 2017 г.";"520";1380
55.010123;36.468663;"Договор 521, 2017 г.";"521";1381
55.012225;36.465751;"Договор 526, 2017 г.";"526";1382
55.012722;36.458251;"Договор 528, 2017 г.";"528";1383
55.012631;36.458240;"Договор 544, 2017 г.";"544";1384
55.005804;36.472653;"Договор 529, 2017 г.";"529";1385
54.997682;36.444464;"Договор 531, 2017 г.";"531";1386
55.013435;36.464774;"Договор 532, 2017 г.";"532";1387
54.997540;36.442624;"Договор 535, 2017 г.";"535";1388
54.997692;36.442740;"Договор 547, 2017 г.";"547";1389
55.009772;36.469185;"Договор 536, 2017 г.";"536";1390
55.009783;36.469564;"Договор 543, 2017 г.";"543";1391
55.010737;36.496048;"Договор 538, 2017 г.";"538";1392
55.040104;36.495787;"Договор 540, 2017 г.";"540";1393
55.039941;36.495402;"Договор 555, 2017 г.";"555";1394
55.007617;36.470595;"Договор 541, 2017 г.";"541";1395
55.007568;36.470714;"Договор 2168, 2021 г.";"2168";1396
54.999081;36.430508;"Договор 542, 2017 г.";"542";1397
54.743803;36.357808;"Договор 545, 2017 г.";"545";1398
54.991127;36.466115;"Договор 546, 2017 г.";"546";1399
54.872044;36.533497;"Договор 549, 2017 г.";"549";1400
54.872053;36.533249;"Договор 567, 2017 г.";"567";1401
55.006045;36.447069;"Договор 553, 2017 г.";"553";1402
54.949994;36.553830;"Договор 554, 2017 г.";"554";1403
54.949978;36.554120;"Договор 561, 2017 г.";"561";1404
55.010505;36.461579;"Договор 556, 2017 г.";"556";1405
55.009520;36.473229;"Договор 557, 2017 г.";"557";1406
55.013512;36.464564;"Договор 558, 2017 г.";"558";1407
55.013541;36.464745;"Договор 559, 2017 г.";"559";1408
55.022609;36.721744;"Договор 560, 2017 г.";"560";1409
55.005477;36.468018;"Договор 562, 2017 г.";"562";1410
55.005571;36.467620;"Договор 2731, 2018 г.";"2731";1411
55.011800;36.436371;"Договор 563, 2017 г.";"563";1412
54.841328;36.652760;"Договор 564, 2017 г.";"564";1413
54.996337;36.413342;"Договор 565, 2017 г.";"565";1414
55.007201;36.463758;"Договор 566, 2017 г.";"566";1415
55.013639;36.464569;"Договор 568, 2017 г.";"568";1416
55.007235;36.439657;"Договор 569, 2017 г.";"569";1417
55.007153;36.439348;"Договор 576, 2017 г.";"576";1418
55.012495;36.478966;"Договор 570, 2017 г.";"570";1419
55.012461;36.479106;"Договор 601, 2017 г.";"601";1420
55.012320;36.478753;"Договор 2691, 2018 г.";"2691";1421
55.029793;36.464276;"Договор 571, 2017 г.";"571";1422
55.029761;36.464222;"Договор 584, 2017 г.";"584";1423
55.009369;36.412558;"Договор 573, 2017 г.";"573";1424
55.014857;36.474105;"Договор 574, 2017 г.";"574";1425
54.999778;36.425739;"Договор 575, 2017 г.";"575";1426
54.999521;36.425616;"Договор 594, 2017 г.";"594";1427
54.999690;36.425525;"Договор 2756, 2018 г.";"2756";1428
